ALARM_TYPE,ALARM_AREA,ALARM_ITEM_INDEX,ALARM_COMP_INDEX,ALARM_TIME,RECOVER_TIME,ALARM_CONTENTS,ALARM_GLOBINDEX,
DIGIT_ALARM,"2","0","0","2024-06-18 18:03:38","2024-06-18 19:22:59","手动模式！Manual mode！","2",
DIGIT_ALARM,"3","0","0","2024-06-18 18:03:38","2024-06-18 18:06:06","X8急停按下！X8 emergency stop pressed!","3",
DIGIT_ALARM,"0","1","0","2024-06-18 18:06:34","2024-06-18 18:06:51","X0未检测到标签！X0 did not detect label!","0",
DIGIT_ALARM,"3","0","0","2024-06-18 18:06:51","2024-06-18 18:06:52","X8急停按下！X8 emergency stop pressed!","3",
DIGIT_ALARM,"0","1","0","2024-06-18 18:16:28","2024-06-18 18:19:14","X0未检测到标签！X0 did not detect label!","0",
DIGIT_ALARM,"0","1","0","2024-06-18 18:16:28","2024-06-18 18:19:14","X0未检测到标签！X0 did not detect label!","0",
DIGIT_ALARM,"3","0","0","2024-06-18 18:19:18","2024-06-18 18:19:21","X8急停按下！X8 emergency stop pressed!","3",
DIGIT_ALARM,"3","0","0","2024-06-18 18:19:32","2024-06-18 18:19:35","X8急停按下！X8 emergency stop pressed!","3",
DIGIT_ALARM,"0","1","0","2024-06-18 18:28:50","2024-06-18 18:28:54","X0未检测到标签！X0 did not detect label!","0",
DIGIT_ALARM,"0","1","0","2024-06-18 18:29:00","2024-06-18 18:29:03","X0未检测到标签！X0 did not detect label!","0",
DIGIT_ALARM,"3","0","0","2024-06-18 18:29:43","2024-06-18 18:31:34","X8急停按下！X8 emergency stop pressed!","3",
DIGIT_ALARM,"0","0","0","2024-06-18 18:41:55","2024-06-18 18:42:19","X1原点错误！X1 origin error!","0",
DIGIT_ALARM,"3","0","0","2024-06-18 18:42:19","2024-06-18 19:22:45","X8急停按下！X8 emergency stop pressed!","3",
DIGIT_ALARM,"3","0","0","2024-06-18 18:42:19","2024-06-18 19:22:45","X8急停按下！X8 emergency stop pressed!","3",
DIGIT_ALARM,"1","0","0","2024-06-18 19:22:59","2024-06-18 19:23:08","运行中！Running!","1",
DIGIT_ALARM,"0","3","0","2024-06-18 19:23:08","2024-06-18 19:23:18","X1复位异常！X1 reset abnormal!","0",
DIGIT_ALARM,"2","0","0","2024-06-18 19:23:08","2024-06-18 19:26:01","手动模式！Manual mode！","2",
DIGIT_ALARM,"3","0","0","2024-06-18 19:23:18","2024-06-18 19:25:47","X8急停按下！X8 emergency stop pressed!","3",
DIGIT_ALARM,"1","0","0","2024-06-18 19:26:01","2024-06-18 19:34:41","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-06-18 19:34:41","2024-06-18 19:39:39","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-06-18 19:39:39","2024-06-18 19:48:07","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-06-18 19:48:07","2024-07-04 16:42:12","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-06-18 19:39:39","2024-07-04 08:58:27","运行中！Running!","1",
DIGIT_ALARM,"1","0","0","2024-07-04 16:42:12","2024-07-04 16:42:17","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-07-04 16:42:17","2024-07-04 16:42:22","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-07-04 16:42:22","2024-07-04 16:42:23","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-07-04 16:42:23","2024-07-04 16:42:49","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-07-04 16:42:49","2024-07-04 16:42:50","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-07-04 16:42:50","2024-07-04 16:42:52","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-07-04 16:42:52","2024-07-04 16:42:53","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-07-04 16:42:53","2024-07-04 16:43:39","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-07-04 16:43:39","2024-07-04 16:44:19","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-07-04 16:44:19","2024-07-04 16:45:02","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-07-04 16:45:02","2024-07-04 16:46:24","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-07-04 16:46:24","2024-07-04 16:46:55","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-07-04 16:46:55","2024-07-04 16:47:32","运行中！Running!","1",
DIGIT_ALARM,"1","0","0","2024-07-04 16:46:55","2024-07-04 16:47:32","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-07-04 16:47:32","2024-07-04 16:49:10","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-07-04 16:49:10","2024-07-04 16:50:41","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-07-04 16:50:41","2024-07-06 11:44:37","手动模式！Manual mode！","2",
DIGIT_ALARM,"2","0","0","2024-07-04 16:50:41","2024-07-06 11:44:37","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-07-06 11:44:37","2024-07-06 11:57:12","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-07-06 11:57:12","2024-07-06 11:57:26","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-07-06 11:57:26","2024-07-06 11:58:32","运行中！Running!","1",
DIGIT_ALARM,"1","0","0","2024-07-06 11:57:26","2024-07-06 11:58:32","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-07-06 11:58:32","2024-07-06 11:58:38","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-07-06 11:58:38","2024-07-06 13:54:06","运行中！Running!","1",
DIGIT_ALARM,"1","0","0","2024-07-06 11:58:38","2024-07-06 13:54:06","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-07-06 13:54:06","2024-07-06 13:54:11","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-07-06 13:54:11","2024-07-06 15:01:17","运行中！Running!","1",
DIGIT_ALARM,"1","0","0","2024-07-06 13:54:11","2024-07-06 15:01:17","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-07-06 15:01:17","2024-07-07 14:51:16","手动模式！Manual mode！","2",
DIGIT_ALARM,"2","0","0","2024-07-06 15:01:17","2024-07-07 14:51:16","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-07-07 14:51:16","2024-07-07 14:53:47","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-07-07 14:53:47","2024-07-07 14:53:57","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-07-07 14:53:57","2024-07-07 14:54:05","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-07-07 14:54:05","2024-07-07 14:54:17","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-07-07 14:54:17","2024-07-08 08:23:03","运行中！Running!","1",
DIGIT_ALARM,"1","0","0","2024-07-07 14:54:17","2024-07-08 08:23:03","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-07-08 08:23:03","2024-07-08 08:25:59","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-07-08 08:25:59","2024-07-08 08:58:40","运行中！Running!","1",
DIGIT_ALARM,"1","0","0","2024-07-08 08:25:59","2024-07-08 08:58:40","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-07-08 08:58:40","2024-07-10 14:45:40","手动模式！Manual mode！","2",
DIGIT_ALARM,"2","0","0","2024-07-08 08:58:40","2024-07-10 14:45:40","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-07-10 14:45:40","2024-07-10 15:55:21","运行中！Running!","1",
DIGIT_ALARM,"1","0","0","2024-07-10 14:45:40","2024-07-10 15:55:21","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-07-10 15:55:21","2024-07-10 16:24:58","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-07-10 16:24:58","2024-07-10 17:19:59","运行中！Running!","1",
DIGIT_ALARM,"1","0","0","2024-07-10 16:24:58","2024-07-10 17:19:59","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-07-10 17:19:59","2024-07-10 17:20:14","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-07-10 17:20:14","2024-07-11 14:09:10","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-07-10 17:19:59","2024-07-11 15:12:19","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-07-11 15:12:19","2024-07-11 15:13:00","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-07-11 15:13:00","2024-07-11 15:13:01","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-07-11 15:13:01","2024-07-11 15:13:02","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-07-11 15:13:02","2024-07-11 15:13:12","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-07-11 15:13:12","2024-07-11 15:13:15","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-07-11 15:13:15","2024-07-11 15:13:16","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-07-11 15:13:16","2024-07-11 15:13:24","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-07-11 15:13:24","2024-07-11 15:13:38","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-07-11 15:13:38","2024-07-11 15:13:51","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-07-11 15:13:51","2024-07-11 15:13:55","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-07-11 15:13:55","2024-07-11 15:14:41","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-07-11 15:14:41","2024-07-11 15:14:45","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-07-11 15:14:45","2024-07-11 15:15:17","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-07-11 15:15:17","2024-07-11 15:15:23","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-07-11 15:15:23","2024-07-11 15:15:45","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-07-11 15:15:17","2024-07-11 15:16:55","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-07-11 15:16:55","2024-07-11 15:22:42","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-07-11 15:22:42","2024-07-11 15:22:43","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-07-11 15:22:43","2024-07-12 10:16:45","运行中！Running!","1",
DIGIT_ALARM,"1","0","0","2024-07-11 15:22:43","2024-07-12 10:16:45","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-07-12 10:16:45","2024-07-12 10:16:59","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-07-12 10:16:59","2024-07-12 10:17:00","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-07-12 10:17:00","2024-07-12 10:17:01","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-07-12 10:17:01","2024-07-12 10:21:10","运行中！Running!","1",
DIGIT_ALARM,"1","0","0","2024-07-12 10:17:01","2024-07-12 10:21:10","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-07-12 10:21:10","2024-07-12 10:21:43","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-07-12 10:21:43","2024-07-12 10:43:43","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-07-12 10:43:43","2024-07-12 10:44:21","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-07-12 10:44:21","2024-07-12 10:51:22","运行中！Running!","1",
DIGIT_ALARM,"0","1","0","2024-07-12 10:51:22","2024-07-12 10:52:19","X0未检测到标签！X0 did not detect label!","0",
DIGIT_ALARM,"2","0","0","2024-07-12 10:51:22","2024-07-12 10:52:23","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-07-12 10:52:23","2024-07-12 10:59:47","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-07-12 10:59:47","2024-07-12 11:03:27","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-07-12 11:03:27","2024-07-12 11:04:07","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-07-12 11:04:07","2024-07-12 11:04:37","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-07-12 11:04:37","2024-07-12 11:04:47","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-07-12 11:04:47","2024-07-12 11:04:50","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-07-12 11:04:50","2024-07-12 11:04:51","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-07-12 11:04:51","2024-07-12 11:04:52","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-07-12 11:04:52","2024-07-12 11:05:33","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-07-12 11:05:33","2024-07-12 11:05:53","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-07-12 11:05:53","2024-07-12 11:06:15","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-07-12 11:06:15","2024-07-12 11:07:37","手动模式！Manual mode！","2",
DIGIT_ALARM,"3","0","0","2024-07-12 11:06:15","2024-07-12 11:06:39","X8急停按下！X8 emergency stop pressed!","3",
DIGIT_ALARM,"1","0","0","2024-07-12 11:07:37","2024-07-12 11:08:20","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-07-12 11:08:20","2024-07-12 11:08:54","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-07-12 11:08:54","2024-07-12 11:09:05","运行中！Running!","1",
DIGIT_ALARM,"0","1","0","2024-07-12 11:09:05","2024-07-12 11:10:03","X0未检测到标签！X0 did not detect label!","0",
DIGIT_ALARM,"2","0","0","2024-07-12 11:09:05","2024-07-12 11:09:30","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-07-12 11:09:30","2024-07-12 11:10:04","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-07-12 11:10:04","2024-07-12 11:10:06","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-07-12 11:10:06","2024-07-12 11:10:33","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-07-12 11:10:33","2024-07-12 11:10:48","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-07-12 11:10:48","2024-07-12 11:10:52","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-07-12 11:10:52","2024-07-12 11:11:04","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-07-12 11:11:04","2024-07-12 11:11:05","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-07-12 11:11:05","2024-07-12 11:14:26","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-07-12 11:14:26","2024-07-12 11:32:44","运行中！Running!","1",
DIGIT_ALARM,"0","1","0","2024-07-12 11:32:44","2024-07-12 11:34:20","X0未检测到标签！X0 did not detect label!","0",
DIGIT_ALARM,"2","0","0","2024-07-12 11:32:44","2024-07-12 11:34:07","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-07-12 11:34:07","2024-07-12 11:34:54","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-07-12 11:34:54","2024-07-12 11:34:57","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-07-12 11:34:57","2024-07-12 11:38:36","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-07-12 11:38:36","2024-07-12 11:49:10","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-07-12 11:49:10","2024-07-12 11:49:19","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-07-12 11:49:19","2024-08-10 18:04:05","手动模式！Manual mode！","2",
DIGIT_ALARM,"2","0","0","2024-07-12 11:49:19","2024-08-10 18:04:05","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-08-10 18:04:05","2024-08-10 18:04:42","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-08-10 18:04:42","2024-08-10 18:04:59","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-08-10 18:04:59","2024-08-10 18:05:31","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-08-10 18:05:31","2024-08-10 18:05:32","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-08-10 18:05:32","2024-08-10 18:19:48","运行中！Running!","1",
DIGIT_ALARM,"1","0","0","2024-08-10 18:05:32","2024-08-10 18:19:48","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-08-10 18:19:48","2024-08-10 18:37:08","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-08-10 18:37:08","2024-08-10 18:43:55","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-08-10 18:43:55","2024-08-10 18:45:08","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-08-10 18:45:08","2024-08-10 18:45:10","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-08-10 18:45:10","2024-08-10 18:45:19","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-08-10 18:45:19","2024-08-10 18:49:53","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-08-10 18:43:55","2024-08-10 18:53:10","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-08-10 18:53:10","2024-08-10 18:55:13","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-08-10 18:55:13","2024-08-10 18:56:12","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-08-10 18:56:12","2024-08-10 19:07:59","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-08-10 19:07:59","2024-08-10 19:09:23","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-08-10 19:09:23","2024-08-11 09:15:37","运行中！Running!","1",
DIGIT_ALARM,"1","0","0","2024-08-10 19:09:23","2024-08-11 09:15:37","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-08-11 09:15:37","2024-08-11 09:16:01","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-08-11 09:16:01","2024-08-12 09:56:16","运行中！Running!","1",
DIGIT_ALARM,"1","0","0","2024-08-11 09:16:01","2024-08-12 09:56:16","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-08-12 09:56:16","2024-08-12 19:56:07","手动模式！Manual mode！","2",
DIGIT_ALARM,"2","0","0","2024-08-12 09:56:16","2024-08-12 19:56:07","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-08-12 19:56:07","2024-08-13 15:24:48","运行中！Running!","1",
DIGIT_ALARM,"1","0","0","2024-08-12 19:56:07","2024-08-13 15:24:48","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-08-13 15:24:48","2024-08-13 16:04:36","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-08-13 16:04:36","2024-08-13 17:16:59","运行中！Running!","1",
DIGIT_ALARM,"2","0","0","2024-08-13 17:16:59","2024-08-13 17:17:00","手动模式！Manual mode！","2",
DIGIT_ALARM,"1","0","0","2024-08-13 17:17:00","2024-08-21 08:24:17","运行中！Running!","1",
DIGIT_ALARM,"1","0","0","2024-08-13 17:17:00","2024-08-21 08:24:17","运行中！Running!","1",
